Record ID,State,Plant Code / License ID,Company / Licensee,Site Name,City,County,Address,License / Permit Type,Product Hint,Candidate Category,Priority,Confidence,Review Status,Source System,Source Date,Source URL,Source Evidence,Review Notes,Existing Atlas Check
MN-27-127,MN,27-127,Preston Protein Products LLC,Preston Protein Products LLC,Preston,,,"Grade A Plant, Grade A Wash Station, Lab - CIS",Grade A fluid / cultured / aseptic; Wash station; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-128,MN,27-128,Preston Protein Products LLC - Blending,Preston Protein Products LLC - Blending,Preston,,,Grade A Plant,Grade A fluid / cultured / aseptic,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-103,MN,27-103,Proliant Dairy LLC,Proliant Dairy LLC,Melrose,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-950,MN,27-950,Quality Ingredients Inc.,Quality Ingredients Inc.,Burnsville,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-051,MN,27-051,Randy Speltz Truck Wash Station,Randy Speltz Truck Wash Station,Rollingstone,,,Grade A Wash Station,Wash station,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-117,MN,27-117,Redhead Creamery LLC,Redhead Creamery LLC,Brooten,,,"Grade A Plant, Lab - Screening, Manufacturing Grade Plant, Minnesota Farmstead Cheese",Cheese / farmstead; Grade A fluid / cultured / aseptic; Manufacturing; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-994,MN,27-994,"Revela Foods Litchfield, LLC","Revela Foods Litchfield, LLC",Litchfield,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-310,MN,27-310,SBREAD LLC,SBREAD LLC,Duluth,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-250,MN,27-250,SFC Global Supply Chain Inc.,SFC Global Supply Chain Inc.,Marshall,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-416,MN,27-416,"Saputo Cheese USA, Inc. - White Bear Lake","Saputo Cheese USA, Inc. - White Bear Lake",White Bear Lake,,,"Grade A Aseptic, Grade A Plant, Grade A Wash Station, Lab - CIS, Manufacturing Grade Plant",Cheese / farmstead; Grade A fluid / cultured / aseptic; Manufacturing; Wash station; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-187,MN,27-187,Sebastian Joes Inc.,Sebastian Joes Inc.,Minneapolis,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-298,MN,27-298,Seven Bagels LLC,Seven Bagels LLC,West St. Paul,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-269,MN,27-269,Sheno Butter Corporation,Sheno Butter Corporation,St. Paul,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-993,MN,27-993,"Shepherd's Way Farms, Inc.","Shepherd's Way Farms, Inc.",Nerstrand,,,"Grade A Plant, Manufacturing Grade Plant",Grade A fluid / cultured / aseptic; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-223,MN,27-223,Smoky Hills Farmers Coop,Smoky Hills Farmers Coop,Sebeka,,,Milk Marketing Org,Marketing / distribution,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-311,MN,27-311,Soft Serve Social,Soft Serve Social,Minneapolis,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-421,MN,27-421,St. Paul Beverage Solutions LLC,St. Paul Beverage Solutions LLC,Maplewood,,,"Grade A Aseptic, Grade A Plant, Grade A Receiving Station, Grade A Wash Station, Lab - CIS",Grade A fluid / cultured / aseptic; Wash station; Receiving / transfer; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-959,MN,27-959,Stickney Hill Dairy,Stickney Hill Dairy,Rockville,,,"Lab - Screening, Manufacturing Grade Plant, Transfer",Manufacturing; Receiving / transfer; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-960,MN,27-960,Stickney Hill Ingredients LLC,Stickney Hill Ingredients LLC,Nicollet,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-286,MN,27-286,SunOpta Grains and Foods Inc.,SunOpta Grains and Foods Inc.,Alexandria,,,Grade A Plant,Grade A fluid / cultured / aseptic,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-314,MN,27-314,Swanville Cooperative Creamery Association,Swanville Cooperative Creamery Association,Swanville,,,Milk Marketing Org,Ice cream / frozen dairy or creamery; Marketing / distribution,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-312,MN,27-312,Sweet Jooni LLC,Sweet Jooni LLC,Minneapolis,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-177,MN,27-177,Sweet Science Ice Cream,Sweet Science Ice Cream,St. Paul,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-227,MN,27-227,"Ten Finns Creamery, LLC","Ten Finns Creamery, LLC",Menahga,,,"Grade A Plant, Lab - Screening",Ice cream / frozen dairy or creamery; Grade A fluid / cultured / aseptic; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-110,MN,27-110,The First District Association,The First District Association,Nelson,,,Wash Station,Wash station,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-292,MN,27-292,"Tierney Packaging, Inc. DBA Flapdoodles Ice Cream","Tierney Packaging, Inc. DBA Flapdoodles Ice Cream",Rochester,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-704,MN,27-704,University of Minnesota Warthesen Food Processing Center,University of Minnesota Warthesen Food Processing Center,St. Paul,,,"Lab - Screening, Manufacturing Grade Plant",Manufacturing; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-231,MN,27-231,Uptown Ice Cream LLC DBA Bebe Zito,Uptown Ice Cream LLC DBA Bebe Zito,Minneapolis,,,Manufacturing,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,Medium,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-291,MN,27-291,Vraa Investments LLC,Vraa Investments LLC,Hopkins,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-970,MN,27-970,Weatherly Trucking,Weatherly Trucking,Unknown,,,Grade A Wash Station,Wash station,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-031,MN,27-031,West Point Dairy Products LLC,West Point Dairy Products LLC,New Ulm,,,"Lab - CIS, Lab - Industry, Manufacturing Grade Wash Station, Receiving Station",Manufacturing; Wash station; Receiving / transfer; Lab,Minnesota licensed/permitted dairy plant,Medium,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-241,MN,27-241,World Street Kitchen LLC DBA Milkjam Creamery,World Street Kitchen LLC DBA Milkjam Creamery,Minneapolis,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
PA-10002193,PA,10002193,APPLE VALLEY CREAMERY LLC,APPLE VALLEY CREAMERY LLC,East Berlin,,541 Germany Road,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004793,PA,10004793,"BACHMAN, MELANIE A","BACHMAN, MELANIE A",Ulysses,,439 Pushersiding Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10001089,PA,10001089,BAILYS DAIRY OF POCOPSON MEADOW FARM LLC,BAILYS DAIRY OF POCOPSON MEADOW FARM LLC,West Chester,,1821 Lenape Unionville Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002053,PA,10002053,BEAVER MEADOW CREAMERY INC,BEAVER MEADOW CREAMERY INC,Dubois,,409 Maple Ave,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003109,PA,10003109,BERKSHIRE DAIRY AND FOOD PRODUCTS LLC,BERKSHIRE DAIRY AND FOOD PRODUCTS LLC,Wyomissing,,850 N Wyomissing Blvd Ste 1,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005654,PA,10005654,BLENDHOUSE LLC,BLENDHOUSE LLC,Reading,,61 Van Guard Drive,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003127,PA,10003127,BLUE COW DAIRY LLC,BLUE COW DAIRY LLC,Blandon,,144 Pennrose Ave,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000695,PA,10000695,BLUE RIBBON FARM DAIRY INC,BLUE RIBBON FARM DAIRY INC,West Pittston,,827 Exeter Ave,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005675,PA,10005675,BROWN COW LLC,BROWN COW LLC,Belle Vernon,,130 Harmony Acres Dairy,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000161,PA,10000161,BRUNTON DAIRY,BRUNTON DAIRY,Aliquippa,,3681 Ridge Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003365,PA,10003365,BURKHOLDER KENNETH,BURKHOLDER KENNETH,Fleetwood,,1094 Richmond Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002849,PA,10002849,CAMPHILL VILLAGE KIMBERTON HILLS INC,CAMPHILL VILLAGE KIMBERTON HILLS INC,Kimberton,,PO Box 1045,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003083,PA,10003083,CAPUTO BROTHERS CREAMERY LLC,CAPUTO BROTHERS CREAMERY LLC,Spring Grove,,245 N Main Street,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002441,PA,10002441,CHARLES FARMS INC,CHARLES FARMS INC,Lancaster,,2927 Charlestown Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002344,PA,10002344,CLOVER CREEK CHEESE CELLAR LLC,CLOVER CREEK CHEESE CELLAR LLC,Williamsburg,,5161 Clover Creek Road,PA Milk Board licensed dealer; plant status requires review,Cheese / farmstead,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005663,PA,10005663,CONOCO VIEW DAIRY LLC,CONOCO VIEW DAIRY LLC,Blain,,410 Clarks Run Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003927,PA,10003927,COUNTRY FOOD LLC,COUNTRY FOOD LLC,Mechanicsburg,,937-D Nixon Drive Ste D,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
